location,gender,city,text,klout,latitude,longitude,date,followers,image,sreen_name,sentiment,TuesdayTemp,WednesdayTemp,ThursdayTemp,FridayTemp
"Parsons, KS",mostly_female,Parsons,I'm glad we dont wear uniforms or anything...y'all know I'm about that sweat life.,35,37.3376317,-95.2791897,"Wed, 03 Apr 2013 12:53:14 +0000",364,http://a0.twimg.com/profile_images/3076623339/6162a7d13834e7a18a37f52b32e8f869_normal.jpeg,b_collins23,5,39.4,40.6,47.4,41.1
"Lorain, OH",,Lorain,I seriously love her âù_,45,41.44360224,-82.1843917,"Wed, 03 Apr 2013 12:53:14 +0000",1974,http://a0.twimg.com/profile_images/3469023738/5b2a72e60128f0ad2c50b1ad9b76b1ee_normal.jpeg,XOenvymee,6,32.6,33.5,36.2,38.6
"South Carolina, US",,South Carolina,â€œ@FactsAboutBoys: Not a million fights could make me hate you.â€ù,49,34.69956641,-82.92645207,"Wed, 03 Apr 2013 12:53:14 +0000",1043,http://a0.twimg.com/profile_images/3415562989/19ed07134490b62955ae952bf3b8d07e_normal.jpeg,NoScrubss_,-7,60.1,57.1,48.4,42.2
"Pasadena, TX",male,Pasadena,"""@Trillest__5: Tired nd not in the mood for bs""",43,29.6804018,-95.1797512,"Wed, 03 Apr 2013 12:53:14 +0000",175,http://a0.twimg.com/profile_images/3424212399/26be6d913fee6661e43599165c6a3d4a_normal.jpeg,tooraw_alaniz3,-5,68.5,63.7,54,52.6
"Essex, Ontario",female,Essex,@DacotahErwin Reggie -__________-,42,42.30845346,-82.97446495,"Wed, 03 Apr 2013 12:53:14 +0000",317,http://a0.twimg.com/profile_images/3405040477/08c5793841460f915bedcc2fff5ba7bd_normal.jpeg,LisaZhu94,,31.7,32.9,38.4,43.9
"Midland, TX",female,Midland,I'll met you in your head tonight when you're in bed.,42,31.9972535,-102.0779737,"Wed, 03 Apr 2013 12:53:14 +0000",596,http://a0.twimg.com/profile_images/3460505058/0f154da5aa09eaa9ddeb638f7773779f_normal.jpeg,ChristineS1991,0,60.4,44.7,49,63.5
"Jacksonville, FL",female,Jacksonville,@BeautePublicist so excited to follow... Love this subject!,41,30.48137923,-81.63950901,"Wed, 03 Apr 2013 12:53:15 +0000",865,http://a0.twimg.com/profile_images/3464120731/07483ae92d94772044ba4b6798713087_normal.jpeg,CWaarum,8,64.4,62,68.2,64.9
"Jersey City, NJ",male,Jersey City,She said it feels like her very first timeee _Ÿ_¶,37,40.71562051,-74.03978664,"Wed, 03 Apr 2013 12:53:15 +0000",129,http://a0.twimg.com/profile_images/3369693077/32f756f4d6d9522a3292711dd51b0d37_normal.jpeg,TakeCare_PCG,0,38.8,39,39.2,43.8
"Manhattan, NY",,Manhattan,Glad I missed that tweet RT @BeautifulSin88: This nigga fingered his sister,56,40.736754,-73.98795,"Wed, 03 Apr 2013 12:53:15 +0000",2618,http://a0.twimg.com/profile_images/3456187092/761fa32743d77ad364475811b70dffc1_normal.jpeg,ClassicBray,0,38.8,39,39.2,43.8
"Florida, US",,Florida,Omfg. This song man _Ÿ’‹,,28.50637019,-81.23663199,"Wed, 03 Apr 2013 12:53:15 +0000",93,http://a0.twimg.com/profile_images/3452695272/cff90005e54af2b7d3922a4a103903ef_normal.jpeg,NaterSasha,0,72.5,71.5,70.8,67.8
"High Point, NC",,High Point,people â_— profit = debit slavery,27,35.94736489,-80.00357267,"Wed, 03 Apr 2013 12:53:15 +0000",190,http://a0.twimg.com/profile_images/2568563854/image_normal.jpg,willy_lynx_ray_,0,49.6,48.5,42.5,35.5
"Nashua, NH",male,Nashua,"@jesskeif typical Jess with her mind in the gutter, grow up Peter Pan!",32,42.7639961,-71.45921164,"Wed, 03 Apr 2013 12:53:15 +0000",119,http://a0.twimg.com/profile_images/3330094366/26ab245f53b2b5023d84847a8c324c68_normal.jpeg,mtremblay5,0,34.3,36,40.8,42.5
"Georgetown, SC",,Georgetown,I WANNA DO THIS SO BAD http://t.co/heyUHuJYkl,34,33.38398706,-79.28686056,"Wed, 03 Apr 2013 12:53:15 +0000",252,http://a0.twimg.com/profile_images/3458190170/6508724067ae536fe6426a77d3fb41b6_normal.jpeg,lilniggapayne,0,56.1,52.5,52.9,48.4
"Derby, KS",mostly_male,Derby,Lol @ my appearance today oops #morningpracticeprobz,38,37.55559325,-97.2489059,"Wed, 03 Apr 2013 12:53:16 +0000",638,http://a0.twimg.com/profile_images/3416823542/67e84395733e25857fa609203ab6f202_normal.jpeg,landweenie_,0,37.6,38.7,44.5,46.5
"Mississippi, US",,Mississippi,#longcoffeeclub @musicmom640 @JustinNiceGuy @justinshenkarow @JustinLongOrg @heatherjs @HeatherJo4 @dexton7 @P8NT4R @justinlong good morning,42,30.5619619,-90.96479871,"Wed, 03 Apr 2013 12:53:16 +0000",335,http://a0.twimg.com/profile_images/3366713814/e726ba02d58389cc9e361d7b2cbbf49d_normal.jpeg,punk1683,4,63.3,62,51.8,48.1
"Shrewsbury, MA",unisex,Shrewsbury,I'm 100% sure that I work at an insane asylum! Including the workers! _Ÿ˜¬,,42.29130901,-71.70352389,"Wed, 03 Apr 2013 12:53:16 +0000",14,http://a0.twimg.com/profile_images/3226782947/35f59b77899387b2ed2165829c27e49e_normal.jpeg,ParmenterSteph,-15,32.1,31.3,35.8,35.8
"New York, NY",male,New York,I hate traffic (@ Brooklyn/Queens Expressway (BQE)) http://t.co/cX8HDPOJky,21,40.71057275,-73.95584106,"Wed, 03 Apr 2013 12:53:16 +0000",11,http://a0.twimg.com/profile_images/3043690734/9386f8352229d75447917126cc5d49b6_normal.jpeg,TheGambinoVero,-7,38.8,39,39.2,43.8
"Campbell, AR",male,Campbell,â€œ@HorryPuttor: blues clues pls. http://t.co/kJlzXiGxbLâ€ù,41,36.14757125,-90.9285425,"Wed, 03 Apr 2013 12:53:16 +0000",303,http://a0.twimg.com/profile_images/3409415831/56b59b5b420692b4d11ed9ed1814b36b_normal.jpeg,CartonTRoyals,0,43.6,42.6,47,43.2
"Lower Grand Lagoon, FL",female,Lower Grand Lagoon,@kirsten_jensen you do bc it's sb,41,30.15632918,-85.77440275,"Wed, 03 Apr 2013 12:53:16 +0000",322,http://a0.twimg.com/profile_images/3371788815/9a2296f5d1ffd9d8774bdc6fabf8dc06_normal.jpeg,elainanichole,0,66.5,62.6,65.6,64.7
"Louisiana, US",female,Louisiana,When you see them pretty little country queens. Man you gotta admit that's in them genes. _Ÿ‘‘,38,31.38740167,-92.40440534,"Wed, 03 Apr 2013 12:53:16 +0000",156,http://a0.twimg.com/profile_images/3431984362/ec608e021ae3c4528074f810ca95a2c8_normal.jpeg,kelslea,-2,76.8,54,47.7,46.7
"Mississippi, US",male,Mississippi,@RobinRoberts Hey Robin love for you to look @ our website http://t.co/S5u5xQbQso Rodan&amp;Fields Skincare love for your feedback thanks!!!,41,31.36540984,-89.16920553,"Wed, 03 Apr 2013 12:53:16 +0000",219,http://a0.twimg.com/profile_images/3374607136/8cc9c82336014b26826d0289f6b39269_normal.jpeg,sldvcd79,12,60.9,56.2,51.1,48.8
"Shreveport, LA",male,Shreveport,Early morning breakfast with dad.... #dennys,38,32.41382852,-93.79550685,"Wed, 03 Apr 2013 12:53:16 +0000",119,http://a0.twimg.com/profile_images/3464014340/701a4ce6cd19d742fbe18861e727fced_normal.jpeg,CredibleTessier,-2,64.9,50.1,44.3,45.4
"Kings Bay Base, GA",,Kings Bay Base,@DetGolfWife_ morning,43,30.798841,-81.5629809,"Wed, 03 Apr 2013 12:53:16 +0000",67,http://a0.twimg.com/profile_images/2871019667/7b331ab1421052abf0e63192ad1f494f_normal.jpeg,ThaChozenOne324,0,65.7,63.8,66.9,64.9
"Warren, MI",female,Warren,â€œ@kaydeezyyy: Maybe I should start drinking coffee?â€ù,35,42.4784326,-82.96938785,"Wed, 03 Apr 2013 12:53:16 +0000",353,http://a0.twimg.com/profile_images/3264834125/2a1c5910857b48d93984d7df119a21fc_normal.jpeg,kpsab,0,31.7,32.9,38.4,43.9
"Dallas, TX",mostly_female,Dallas,@showdedoncheto y yo ?,41,32.79634,-96.80897,"Wed, 03 Apr 2013 12:53:16 +0000",66,http://a0.twimg.com/profile_images/2914359239/0855768fd7d399a688978b9c99efe735_normal.jpeg,carmenamor69,,69.1,53.2,46.8,48.8
"Florida, US",,Florida,@biglipmiami @powermorningsho @thelucylopez @jppower96 @superman_965 maybe she has a medical condition it does exists !,,25.80144497,-80.26551693,"Wed, 03 Apr 2013 12:53:16 +0000",405,http://a0.twimg.com/profile_images/2285373354/ouug5g8c4stedtpzd0tt_normal.jpeg,TREASUREVESSEL,-8,74.2,76.3,77.2,72.3
"Shelbyville, IL",female,Shelbyville,Ooikoplpolpopooriipsooo lloililm,,39.3980736,-88.8074617,"Wed, 03 Apr 2013 12:53:16 +0000",200,http://a0.twimg.com/profile_images/3436273924/012b95febdb34e4bee105c2c0b54f89e_normal.jpeg,hayhay9513,,36.7,38.5,42.2,46.3
"Gainesville, FL",,Gainesville,#GoodMorning #ThankGodForAnotherDay,43,29.65383669,-82.40594065,"Wed, 03 Apr 2013 12:53:16 +0000",527,http://a0.twimg.com/profile_images/3392891436/36c80e586df53778c54d7f1d7e5d1e41_normal.jpeg,CG352,0,67.8,65.2,69.1,66.6
"Malibu, CA",,Malibu,"@JDBiebersBride 43 , please",48,34.00714,-118.76091,"Wed, 03 Apr 2013 12:53:16 +0000",1118,http://a0.twimg.com/profile_images/3470607579/d0ea7413ea73bca46ff9761901f9b721_normal.jpeg,salmatsaniya,0,56.9,57.5,56.2,60.1
"Ingleside, TX",male,Ingleside,I don't think I ever gone to school not being tired.,49,27.84217439,-97.22243666,"Wed, 03 Apr 2013 12:53:17 +0000",702,http://a0.twimg.com/profile_images/3450103589/e67598a81c6aac6f1249c4c248eb1b54_normal.jpeg,MichaelKalebbb,4,70.8,68.9,61.4,59.8
"Georgia, US",male,Georgia,Why am I beginning to really like political science? College what are you turning me into,50,34.03857612,-84.58575694,"Wed, 03 Apr 2013 12:53:17 +0000",1190,http://a0.twimg.com/profile_images/3463434365/3e890ed053941643b6638f4a26cabda8_normal.jpeg,TheCasey_James,0,55.9,53.5,43.4,40.5
"Elizabethtown, KY",,Elizabethtown,Some sketchy people in etown.,39,37.69262352,-85.86979464,"Wed, 03 Apr 2013 12:53:17 +0000",982,http://a0.twimg.com/profile_images/3410309713/1d5b65a68f88e0daf6296ae2a9bd0697_normal.jpeg,JFleezy3,-4,38.6,40,44.4,39.9
"Macon, GA",mostly_female,Macon,Chilling to myself,49,32.79350752,-83.70162465,"Wed, 03 Apr 2013 12:53:17 +0000",809,http://a0.twimg.com/profile_images/3458577917/e8a0753d8535fa2cf8b8ad44852a3e59_normal.jpeg,OneOfAKind_49,0,59.7,54.3,48,43
"Stamford, CT",female,Stamford,My bunns hurt \n\n#squatproblems,37,41.04695643,-73.55034248,"Wed, 03 Apr 2013 12:53:17 +0000",247,http://a0.twimg.com/profile_images/3363976760/a55fa58fea799ecaa8fae0750f0e95ec_normal.jpeg,Queka55,,36,36.6,37.8,39.4
"Plymouth, MI",female,Plymouth,NERVOUS.,,42.36614765,-83.45848817,"Wed, 03 Apr 2013 12:53:17 +0000",305,http://a0.twimg.com/profile_images/3420411313/233ef3237b88cd3bb5dbb7b55da521a0_normal.jpeg,kailalalaa,-3,33.2,34.6,38.6,46.2
"Elba, MI",,Elba,@_Karadise http://t.co/hBz6Six5v9,36,43.04913971,-83.41666228,"Wed, 03 Apr 2013 12:53:17 +0000",1063,http://a0.twimg.com/profile_images/3460157730/15bde5722121df90c155410c99bf9943_normal.jpeg,kalistempien26,,29.4,30,37.8,44
"Alabama, US",,Alabama,@1055WERC of course the NWO exists bush mentioned it several times It's the reason behind crashing all currency trying 2 make everyone equal,,33.88073049,-86.77090902,"Wed, 03 Apr 2013 12:53:17 +0000",156,http://a0.twimg.com/profile_images/3308455331/e93ae1b753e23246e4941e175205c40d_normal.jpeg,Ilockert,2,57.4,49.7,48,44.9
"Mount Vernon, NY",female,Mount Vernon,Morning morning morning,14,40.90652,-73.82162,"Wed, 03 Apr 2013 12:53:17 +0000",12,http://a0.twimg.com/profile_images/2241811038/seenly1_normal.jpg,lattysmilez,0,38.1,38.4,39.1,43.5
"Onalaska, WI",,Onalaska,@_Kimando ya I feel awkward here......,40,43.8650003,-91.2020258,"Wed, 03 Apr 2013 12:53:17 +0000",279,http://a0.twimg.com/profile_images/3281113071/eb2fd2f8dcaf0fe5f9d1b72e24d0eea7_normal.jpeg,_EmmaLame_,,29.6,31.4,43.2,35.7
"Dartmouth, MA",,Dartmouth,â€œ@_sammaaa_: @mpackisBURNING HAHAHAHAâ€ù it's hilarious when you don't have sit next to him _Ÿ˜¡_Ÿ‘ƒ_Ÿ’©,43,41.62933117,-71.00563922,"Wed, 03 Apr 2013 12:53:17 +0000",230,http://a0.twimg.com/profile_images/3383326549/64c8c3f0f3fb3e02f588202b5ef63b80_normal.jpeg,mpackisBURNING,6,36.7,37.5,38.2,39
"Baltimore, MD",,Baltimore,@brigitjackson @SuperStar * Thx U Hav a Safe &amp; FLY Day Here 4 u Anytime Basically That ;)*MauhXoxoStr8Life,,39.33010481,-76.53281567,"Wed, 03 Apr 2013 12:53:17 +0000",70,http://a0.twimg.com/profile_images/2907982560/662556e6c0dc81ffd0a7dd52a45ca295_normal.jpeg,MlYams,3,42.6,41.6,38.9,44.2
"Upper Grand Lagoon, FL",male,Upper Grand Lagoon,"we tend too seek happiness , when happiness is actually a choice .. #300",41,30.1853288,-85.7834417,"Wed, 03 Apr 2013 12:53:17 +0000",1033,http://a0.twimg.com/profile_images/3468215749/cff5015a2dc1dd6478dc996fa0d6b3ff_normal.jpeg,_SBattle23,4,66.5,62.6,65.6,64.7
"North Port, FL",female,North Port,@PaulPung hey _Ÿê¬,34,27.04949502,-82.22646827,"Wed, 03 Apr 2013 12:53:17 +0000",488,http://a0.twimg.com/profile_images/3453777245/a2f562459095c6d6ba47882dffa592af_normal.jpeg,lilypunggg,,68.8,69.8,70.6,67
"Montgomery, AL",,Montgomery,â€œ@Sports_Greats: Every Champion was once a contender that refused to give up. -Rocky Balboaâ€ù,49,32.3789296,-86.31325032,"Wed, 03 Apr 2013 12:53:17 +0000",1330,http://a0.twimg.com/profile_images/2942181816/16da1e67690372892ab0a3fdfcb53bea_normal.jpeg,HewittAthletics,0,61.3,58,54.2,49
"Newtown Grant, PA",female,Newtown Grant,@Joe_Conklin love Chip Snapper!,22,40.2643039,-74.9603231,"Wed, 03 Apr 2013 12:53:18 +0000",79,http://a0.twimg.com/profile_images/2623620362/gc5rAUB8_normal,Plp64kPurks,0,38.6,38.4,39.1,41.5
"Riverside, NJ",male,Riverside,@hockeynheels_ @FightinForPHI almost became the KC pens,41,40.0338245,-74.9582842,"Wed, 03 Apr 2013 12:53:18 +0000",90,http://a0.twimg.com/profile_images/2257645444/1338218679620_normal.jpg,nachofunbus83,0,39.1,38.8,39.6,41.7
"Norfolk, VA",male,Norfolk,No more drinking,41,36.91689,-76.269905,"Wed, 03 Apr 2013 12:53:18 +0000",419,http://a0.twimg.com/profile_images/3413321590/e62ecbaa14d34007e1ecb656eda22f2e_normal.jpeg,simplee_Insane,0,52.2,49.4,46,45.1
"Maryland, US",female,Maryland,I can't fade this math lesson XD,43,39.13184785,-77.11858941,"Wed, 03 Apr 2013 12:53:18 +0000",352,http://a0.twimg.com/profile_images/3438996466/8a13658c9e1b3a5014a6f19229ed6db8_normal.jpeg,_BreakTheChains,0,38.7,37.4,34.9,40.7
"Charlotte, NC",male,Charlotte,"Shaq, yet again, prods Dwight to ""step up."" http://t.co/31F7OTrFQA",59,35.203533,-80.8360645,"Wed, 03 Apr 2013 12:53:18 +0000",7391,http://a0.twimg.com/profile_images/1133273741/brianschmitzmug3_normal.jpg,MagicInsider,0,55.2,53.4,46.5,37.4
"Pooler-Burroughs, GA",,Pooler-Burroughs,I will always n foreva rememba that fuccin tweet..,45,32.0703491,-81.212993,"Wed, 03 Apr 2013 12:53:18 +0000",323,http://a0.twimg.com/profile_images/3418141279/a18c74c690af3e0d305bf5bb6ee3a876_normal.jpeg,_inyourMANdream,0,62.9,60.5,56.5,49.2
"Hastings, Ontario",male,Hastings,@GaliaMarsonaut I guess any time of day must be a perfect time to talk about mechanics.,,44.19213974,-77.35830791,"Wed, 03 Apr 2013 12:53:18 +0000",40,http://a0.twimg.com/profile_images/3077546258/f1320187f8ea1c84927d9a99515aa102_normal.jpeg,MikeTheCoolMan,7,29.8,31.5,35.5,37.4
"San Antonio, TX",female,San Antonio,Headbands &gt;&gt;&gt;,36,29.6242902,-98.4618169,"Wed, 03 Apr 2013 12:53:18 +0000",473,http://a0.twimg.com/profile_images/3440691905/3654c703eb5abc5443fe419e6227f653_normal.jpeg,paoloveeee,,72.4,59.1,54.8,53.8
"Brooking, MO",,Brooking,"I want that relationship where everyone knows of us, but nothing about us.",33,38.9681257,-94.5099508,"Wed, 03 Apr 2013 12:53:18 +0000",249,http://a0.twimg.com/profile_images/3414754054/75a9500b5a82062ae9bc16abc8af65cb_normal.jpeg,samanthakennayy,0,37.5,41.4,47.9,51.9
"Gatlinburg, TN",,Gatlinburg,Just waited for five minutes for my bagel to pop up out of the toaster.. Did I not know the toaster was not plugged in._Ÿ˜ê#angelprobz,41,35.7140234,-83.51448959,"Wed, 03 Apr 2013 12:53:18 +0000",258,http://a0.twimg.com/profile_images/3437212109/334d9cbd3e353c7f429430f9aa703a5d_normal.jpeg,Ang_eLephant,-3,47.8,47.7,45.9,41
"Wellington, FL",female,Wellington,@tja357 im gonna turn around and punch you. Asshole,33,26.65049854,-80.20128336,"Wed, 03 Apr 2013 12:53:18 +0000",187,http://a0.twimg.com/profile_images/3469449972/11956b50fcfa419b67d8b08f6d1eb9ba_normal.jpeg,PaulaM_27,0,73.4,76.4,76.2,71.2
"Holyoke, MA",,Holyoke,omg I can't deal with this pain!!!,36,42.20038037,-72.62335204,"Wed, 03 Apr 2013 12:53:18 +0000",537,http://a0.twimg.com/profile_images/3456375141/a103344547323d60f3be3549a469b17a_normal.jpeg,Des_Berenguer,-12,33.5,35.2,38.4,38.5
"Canton, NY",unisex,Canton,I need to stop daydreaming during class,35,44.6013878,-75.1777764,"Wed, 03 Apr 2013 12:53:18 +0000",106,http://a0.twimg.com/profile_images/3164395745/ca9bcb5f348cede92102403e40bf7930_normal.jpeg,alexis_riebs,0,28.2,30.7,34.3,34.6
"Gahanna, OH",unisex,Gahanna,Back in good ole Columbus. #cold,42,40.00869499,-82.88596997,"Wed, 03 Apr 2013 12:53:18 +0000",304,http://a0.twimg.com/profile_images/1598267784/image_normal.jpg,ataytay1,5,35.3,36.6,38.9,40.1
"Pelican Bay, FL",male,Pelican Bay,IMG World Congress of Sports http://t.co/hPl2FDgRS6,39,26.252268,-81.821164,"Wed, 03 Apr 2013 12:53:19 +0000",432,http://a0.twimg.com/profile_images/3114364952/98ec1a1df4cb2d87747d4412abee2bf4_normal.jpeg,markveverka,0,72.4,75,73.4,66.8
"West Bexar, TX",male,West Bexar,@CarlosCeaaa no balls,48,29.43828159,-98.71906335,"Wed, 03 Apr 2013 12:53:19 +0000",501,http://a0.twimg.com/profile_images/3144378165/801c652d2c13a5e5ac68b5b65777b8c5_normal.jpeg,Ethanj_,,72.4,59.9,56,55.4
"Friendship Village, MD",mostly_female,Friendship Village,Sounds like someone is drinking #Haterade â€œ@drew_murray11: @kaybaileyhutch Dave is such a great guy said nobody on the face of the planetâ€ù,30,38.963605,-77.090934,"Wed, 03 Apr 2013 12:53:19 +0000",108,http://a0.twimg.com/profile_images/188426476/lynsey_s_awesome_pic_of_me_normal.jpg,ACfromtheDC,4,44.3,43.9,40.5,40.7
"Queens, NY",,Queens,"3 classes today, smh",43,40.72145107,-73.90433217,"Wed, 03 Apr 2013 12:53:19 +0000",222,http://a0.twimg.com/profile_images/3435161989/f28f87d7f44c4a9a3d9dba7b0c1deb6a_normal.jpeg,stevehova,-4,39.3,39.8,40.6,43.5
"Cassidy, MO",male,Cassidy,Caught my razor on my toe nail last night and pretty much murdered it. #FemaleStruggles,41,37.03176396,-93.21805875,"Wed, 03 Apr 2013 12:53:19 +0000",219,http://a0.twimg.com/profile_images/3369015447/b6e9f0e91c7966ae83e7f37134049c80_normal.jpeg,shelbymalette,-7,39.4,41.6,47.5,40.4
"West Hollywood, CA",male,West Hollywood,@SpinVillain @msheathergray she's my bestie and your my best instructor/motivator. :),49,34.08765938,-118.3823192,"Wed, 03 Apr 2013 12:53:19 +0000",947,http://a0.twimg.com/profile_images/3451774305/6dc3c11bd004025973829052947124d2_normal.jpeg,Marc_Nicolas,3,58.7,59.2,58.6,60.1
"Turnersville, NJ",male,Turnersville,Cups by Anna Kendrick _Ÿ˜ç,42,39.76975992,-75.07322463,"Wed, 03 Apr 2013 12:53:19 +0000",473,http://a0.twimg.com/profile_images/3437915454/177d8f25ce55b0d8e0ef1ffecfd26108_normal.jpeg,samhersch,0,42.2,41.3,42,41.8
"Newark, NJ",,Newark,@nahnie_xo me too _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚,46,40.75330494,-74.18680038,"Wed, 03 Apr 2013 12:53:19 +0000",518,http://a0.twimg.com/profile_images/3463735280/461e487247cc11db5575f8f0e63b9c4d_normal.jpeg,Natii_Says,,39.6,39.5,40.6,43.4
"Conway, SC",,Conway,don't change on me. don't extort me unless you intend to do it forever #PAC,44,33.79721977,-79.01449287,"Wed, 03 Apr 2013 12:53:20 +0000",382,http://a0.twimg.com/profile_images/2629390906/2be4d1d5748fff138ecb42bafcadd200_normal.jpeg,trippaayhippiee,4,55.7,52.5,49.9,48.4
"Jacksonville, FL",,Jacksonville,Mornin (@ The Best Bet) http://t.co/NAk4s5YMFj,25,30.32508203,-81.54468453,"Wed, 03 Apr 2013 12:53:20 +0000",337,http://a0.twimg.com/profile_images/3102337557/92cb3ffe8b81052bc80c17067bd776c5_normal.jpeg,HyzPoloTropikal,,66.1,64,68.1,67.1
"Southwest Orange, FL",male,Southwest Orange,@TampaBayTraffic @brianfink @933flz How many cars are texting SAFETY to that number?,,28.43081281,-81.47542115,"Wed, 03 Apr 2013 12:53:20 +0000",193,http://a0.twimg.com/profile_images/3211319789/42b95ebfccf9fd6e379ef85508b6621e_normal.jpeg,richbro22,0,76.1,76.1,70.9,67
"Texas, US",,Texas,I feel like playing on my phone all day.,,29.90709697,-95.62990531,"Wed, 03 Apr 2013 12:53:20 +0000",273,http://a0.twimg.com/profile_images/3411654723/b269a098c77325f76a018f817c3013cf_normal.jpeg,chrisdevittt,0,66.8,61.1,51.6,50.3
"Starbucks Coffee, Bellevue",female,Starbucks Coffee,"I'm at Starbucks (Bellevue, WA) http://t.co/o800QvNRwh",56,47.60853562,-122.1422195,"Wed, 03 Apr 2013 12:53:20 +0000",1474,http://a0.twimg.com/profile_images/3303662922/bbf8312b54420d7ef2c0aa2afbb626dd_normal.jpeg,udubgal,0,53.5,53.2,53.5,55.8
"Dallas, TX",unisex,Dallas,STAAR test... Let's eat..,36,32.656955,-96.8499584,"Wed, 03 Apr 2013 12:53:20 +0000",352,http://a0.twimg.com/profile_images/3469142487/dd81ac8742401f87a016db05e78a0d8a_normal.jpeg,_Starling232,,67.3,51.9,45.7,46.8
"Beeville, TX",male,Beeville,Gonna use this valuable study time,40,28.43406022,-97.75581658,"Wed, 03 Apr 2013 12:53:20 +0000",181,http://a0.twimg.com/profile_images/3287197541/e88e55fb38e5e2063534ee3775ae3c36_normal.jpeg,King_of_Tomorro,6,73.8,67.2,59.1,58.6
"California, PA",mostly_male,California,@nakedmilenate7 hey add me to your softball team when you get a chance,45,40.0658095,-79.9130185,"Wed, 03 Apr 2013 12:53:20 +0000",436,http://a0.twimg.com/profile_images/3239768603/1e17aa4d8b1ee5cd6eb86acce88548da_normal.jpeg,BillyBakes724,0,32,32,35.2,43.5
"Alabama, US",,Alabama,"@CharlieDaniels is one if favorite tweeters - encouraging, tells the truth, &amp; not afraid to ask hard questions!",,30.64473108,-87.19802837,"Wed, 03 Apr 2013 12:53:20 +0000",47,http://a0.twimg.com/profile_images/2182934872/image_normal.jpg,WriteRN,5,65.5,61.5,65,60.4
"Elgin High School (Attendance Office), Elgin",unisex,Elgin High School (Attendance Office),"I'm at Elgin High School (Elgin, IL) http://t.co/NKDwMtpFLX",54,42.02645485,-88.24506063,"Wed, 03 Apr 2013 12:53:20 +0000",3496,http://a0.twimg.com/profile_images/1331082591/868e9df0-4ec4-4dde-b362-0b6ae175affc_normal.png,musictechie,0,32.4,33.1,39.4,42.9
